name,img,rating,review_count,short_desc,long_desc,coordinate,address,price,opening_times
Restaurant Ho Chi Minh (Saigon) - Duong Restaurant Ho Chi Minh,https://ak-d.tripcdn.com/images/100l12000000sq63y47A1.jpg,4.7,3,,,"10.776003, 106.704881","27 Dong Du Street,District 1,Ho Chi Minh",40.0,Mon to Sun：_10:00-22:00 
The Old Compass Cafe and Bar,https://ak-d.tripcdn.com/images/100l12000000sq5fn1F81.jpg,0.0,0,,,"10.7748976, 106.7005786","3rd Floor, 63/11 Pasteur, Ben Nghe Ward, District 1, HCMC",13.0,"Mon to Thur,Sun：_9:00-21:00 _Fri to Sat：_9:00-22:00 "
B3 - Steakhouse & Craft beer,https://ak-d.tripcdn.com/images/0103g12000bcuz75r4981.jpg,4.0,1,,,"10.7731502, 106.7050776","Level 1, 14 Nguyen Hue, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam",24.0,Mon to Sun：_15:00-23:00 
Mien Dong Thao Coffee,https://ak-d.tripcdn.com/images/100h1c000001dbznfE840.jpg,0.0,0,,,"10.7975395, 106.6751783","221A Nguyen Trong Tuyen, P. 8 Q. Phu Nhuan, Ho Chi Minh City 70000 Vietnam",4.0,Mon to Fri：_7:00-22:30 _Sat：_6:00-23:00 _Sun：_7:00-23:00 
McDonald's,https://ak-d.tripcdn.com/images/1003hk114wstq34s094CE.jpg,5.0,3,,,"10.7731883, 106.7009194","2-6 BIs Dien Bien Phu | Phuong Da Kao, Quan 1, Ho Chi Minh City, Vietnam",4.0,Mon to Thur：_09:30-21:30 _Fri to Sun：_09:30-22:00 
Banh Xeo 46A,https://ak-d.tripcdn.com/images/10050g0000007qe6o123B.jpg,3.5,14,,,"10.7895674, 106.6913428","46A D Dinh Cong Trang | District 3, Ho Chi Minh City",13.0,Mon to Sun：_10:00-14:00 _16:00-21:00 
Quince Saigon,https://ak-d.tripcdn.com/images/0104y12000kmxp65e73D6.jpg,5.0,1,,,"10.766199, 106.6992167","37bis Đ. Ký Con, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Vietnam",105.0,Mon to Sun：_17:30-22:30 
SHODAY,https://ak-d.tripcdn.com/images/0102l12000myu7mwz466E.jpg,5.0,1,,,"10.780904, 106.706305","3A1 Ngô Văn Năm, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 71006, Vietnam",6.0,Mon to Sun：_11:00-23:30 
Godmother Bake & Brunch,https://ak-d.tripcdn.com/images/010411200089y968x3719.jpg,4.0,3,,,"10.7733507, 106.6996511","70B Đ. Lê Lợi, Phường Bến Thành, Quận 1, Hồ Chí Minh, Việt Nam",0,Mon to Fri：_8:00-21:00 _Sat to Sun：_8:00-22:00 
The Gangs,https://nephele.trip.com/target/1me2v12000ohkodb4F01E.jpg,0.0,1,,,"10.7798722, 106.6799389","131 Nguyen Phuc Nguyen | Ward 10, Dist.3, Ho Chi Minh City 700000, Vietnam",0,Mon to Sun：_11:00-00:00 
Pho Dau,https://ak-d.tripcdn.com/images/0102e12000jfq079mE822.jpg,5.0,6,"Founded in 1958, smooth pho carries the soul of Vietnamese cuisine.",,"10.78233, 106.69205","288 / M1 Nam Ky Khoi Nghia | Ward 8, District 3, Ho Chi Minh City 700000, Vietnam",3.0,Mon to Sun：_05:00-13:00 
Marcel Gourmet Burger,https://ak-d.tripcdn.com/images/100b12000000ssdog62CB.jpg,5.0,1,,,"10.7686388, 106.6986223","132 Calmette, D1 Saigon, Vietnam",9.0,Mon to Sun：_11:00-22:00 
Au Pagolac,https://ak-d.tripcdn.com/images/100d0u000000iuh45C936.jpg,0.0,0,,,"10.753157, 106.6724","978 Tran Hung Dao, Ward 7, District 5, Ho Chi Minh City 700000, Vietnam",9.0,Mon to Sun：_10:00-22:00 
The Lunch Lady (Nguyen Thi Thanh),https://ak-d.tripcdn.com/images/100s0g0000007q7sgC406.jpg,0.0,8,,,"10.7917441, 106.7044226","23 Hoang Sa St., District 1 | Phuong Da Kao, District 1, Ho Chi Minh City 70000, Vietnam",4.0,Mon to Sat：_10:30-15:30 
La Plancha,https://ak-d.tripcdn.com/images/100b0g0000007q89h7D25.jpg,0.0,0,,,"10.8049945, 106.739891","25 Tran Ngoc Dien, Thao Dien, Q2, Ho Chi Minh City, Vietnam",19.0,Mon to Sun：_11:00-23:00 
Kohaku UDON & RAMEN - Phan Xích Long,https://ak-d.tripcdn.com/images/0106e12000o05s4yc54CC.jpg,5.0,1,,,"10.7979478, 106.6896024","246 Phan Xích Long, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",6.0,Mon to Sun：_9:00-22:00 
Brix Wine Bar & Kitchen,https://ak-d.tripcdn.com/images/100t0o000000f6fia6A03.jpg,0.0,0,,,"10.771305, 106.702489","42 Pasteur Ben Nghe Ward, District 1, Ho Chi Minh City 700000 Vietnam",12.0,Mon to Sun：_13:00-01:00 
Quan Thuy,https://ak-d.tripcdn.com/images/100o050000000s28bAD41.jpg,0.0,2,,,"10.79018, 106.69773","84 Dinh Tien Hoang St., Dist.1, Ho Chi Minh City, Vietnam",14.0,Mon to Sun：_09:00-23:00 
The Alley Cocktail Bar & Kitchen,https://ak-d.tripcdn.com/images/0102a12000chu4ftz3A25.jpg,5.0,1,,,"10.7748762, 106.700202","63/8 Pasteur Street, Ho Chi Minh City, Vietnam",14.0,Mon to Wed：_17:00-23:59 _Thur：_17:00-1:00 
Urbane Lounge,https://ak-d.tripcdn.com/images/10070n000000efyd35453.jpg,0.0,0,,,"10.7641994, 106.6918067","148 Tran Hung Dao Blvd District 1, inside Pullman Hotel, Ho Chi Minh City Vietnam",6.0,Mon to Sun：_06:00-22:00 
DB Restaurant,https://ak-d.tripcdn.com/images/10010n000000er9l7F87E.jpg,0.0,0,,,"10.7653618, 106.6898929","117 Cong Quynh, Nguyen Cu Trinh Ward, District 1, Ho Chi Minh City 700000 Vietnam",7.0,Mon to Sun：_06:30-23:00 
After Tapas & Wine Restaurant,https://ak-d.tripcdn.com/images/100j0g0000007pp3744D9.jpg,0.0,0,,,"10.78143, 106.7060842","28B Ngo Van Nam District 1, Ho Chi Minh City 700000 Vietnam",8.0,Mon to Sun：_11:00-23:30 
Bamboo Sushi Restaurant,https://ak-d.tripcdn.com/images/10060o000000f6ub0123C.jpg,0.0,0,,,"10.7970791, 106.6871672","104 Cu Lao Street Ward 2, Phu Nhuan District, Ho Chi Minh City 70000 Vietnam",4.0,Mon to Sun：_10:00-22:00 
'NAMO Italian Restaurant,https://ak-d.tripcdn.com/images/100u0g0000007pye577DC.jpg,0.0,0,,,"10.777925, 106.7037849","74/6 Hai Ba Trung, Ho Chi Minh City 700000, Vietnam",21.0,Mon to Tues：_11:00-22:00 _Wed to Sun：_11:00-23:00 
Ben Nay Restaurant,https://ak-d.tripcdn.com/images/100c060000001n6t95792.jpg,0.0,0,,,"11.0133843, 106.5646575","07 Phu Thuan Phu Hoa Dong, Cu Chi, Ho Chi Minh City 700000 Vietnam",0,Mon to Sun：_8:00-15:30 
